Achievements Name,実績日本語名,国家タグ,難易度,DLC,達成条件,日本語Wiki補足説明,英語Wiki補足説明,英語Wikiリンク
Dracula’s Revenge,ドラキュラの復讐,YUG,Medium,BftB,ユーゴスラビアで、トランシルバニアに自治州を作り、ルーマニアの中核州すべてを持たせる。,"EU4にも同名の実績が存在する。
同名のボードゲームもあるので、それが元ネタか？（パラドのルーツはボードゲーム会社）",1.12以前 / 血のみによって：共産主義フォーカスツリーを進み、汎バルカン構想を目指せ。汎バルカン構想を発動し、ルーマニアで反乱を扇動する。共産主義者が内戦に勝利したら、彼らを正当化し宣戦布告せよ（いかなる勢力からも保証されない）。和平会議でトランシルヴァニアを傀儡化し、ルーマニア領土の全てを譲渡せよ。1.12以降、和平会議システムのリワークによりこの手法は機能しません。二つの選択肢があります。西側フォーカス分岐を進み、「スラヴ系トランシルヴァニア自治権」でトランシルヴァニアを傀儡として解放した後、ルーマニアを撃破する方法。あるいは共産主義路線でルーマニアを二度撃破する方法（最初にトランシルヴァニア傀儡国家を創設し、次に残りのルーマニアコア領を譲渡させる）。後者のルートは（少なくとも歴史難易度では）特に困難です。なぜなら、1940年半ばにソ連がベッサラビアを要求する前に、これら全てを完了させる必要があるからです。,

Prussia of the Balkans,バルカンのプロイセン,BUL,Hard,BftB,ブルガリアで、トルコを降伏させ、ギリシャ含むバルカン半島の残りすべてを支配する。,第一次バルカン戦争前後のブルガリアは精強な軍事大国であり、他国からは「バルカンのプロイセン」と呼ばれ、ブルガリアもそれを自称していた。,"州を占領するだけで所有する必要はない。共産主義陣営に転換し、可能な限り多くのバルカン諸州を自陣営に組み入れよ。共産主義支持率が60％を超えると国家は転向する（特にルーマニアとギリシャを味方につけることが重要だ）。自陣営に属するバルカン諸国は「バルカン統一」フォーカスで併合可能。連邦を樹立後、バルカン地域で領土を保持する勢力を攻撃し、トルコを降伏させる。
注：トルコの降伏時には「交戦中」かつ「降伏済み」の条件を満たすため、降伏時点でトルコが陣営に属している必要がある。降伏時に交戦状態が解除されると実績が解除されない。",

Balkan Problem Solved,バルカン問題の解決,BUL,Medium,BftB,コミュニスト・ブルガリアで、United Balkan Federation(統一バルカン連邦)を建国し、バルカン半島の州をすべて中核州として支配する。,これぞソビエト的解決法,注：ルーマニア、ギリシャ、ユーゴスラビア、アルバニアのコア州を全て所有する必要はありませんが、ブルガリアのコア州は全て支配する必要があります。ドデカネス諸島（164）も支配していることを確認してください。,https://hoi4.paradoxwikis.com/Balkan_Problem_Solved

Bad Romeance,バッド ローマンス,GRE,Very Hard,BftB,ビザンツ帝国を復興し、イタリア、ルーマニア、ロシアを従属国とする。,"元ネタはレディー・ガガの楽曲「Bad Romance」。実績画像も彼女の画像が使われている。
Romance（ロマンス）とRome（ローマ）をかけた駄洒落になっている。",,https://hoi4.paradoxwikis.com/Bad_Romeance

"Totally Not Cool, Bromania",全然構わなくないよ、兄弟。,ROM,Easy,BftB,ルーマニアで、戦争中に相手方に寝返り、以前の同盟国を降伏させる。,"「Totally Cool」で「全然構わないよ」というイディオムなので、Notでその逆となる。後半はBro.（兄弟）とRomaniaをかけていると思われる。
昨日の兄弟は今日の敵、ルーマニアに裏切られても全然構わないと強がる枢軸国だが、どう考えても致命傷である。",焦点を「憲法改正」に置き、バルカン支配を獲得せよ。軍隊を少なくとも50万兵力まで増強し、「ハンガリーとの同盟」と「チェコスロバキア分割」の焦点を獲得せよ。ハンガリーが拒否した場合、戦争に勝利し傀儡政権を樹立せよ。ドイツもチェコスロバキア分割に同意し、ルーマニアにスロバキアの傀儡政権を与えるべきである。親枢軸政府任命、ファシスト扇動者獲得でファシズムへ転換。その後、強制退位へ進む。ルーマニアがファシズムへ転換したらファシスト扇動者を排除。ドイツがポーランドに宣戦し、ブルガリアが枢軸に加盟するまで待機。戦争に参加するが、ハンガリーとスロバキアを戦争に巻き込まない。軍隊をブルガリア国境に配置する。ミハイ国王のクーデターを選択し民主主義に転向、ポーランドが降伏しソ連が東ポーランドを占領するまで待機する。「連合国に合流」を選択しブルガリアを降伏させる。,

Freedom or Death,自由か死か,GRE,Medium,BftB,ギリシャで、イタリアと戦争中にアルバニアを解放する。,ギリシャ独立戦争中に生まれたモットー(Eleftheria i thanatos),"ファシスト路線に転じ、アルバニアを正当化の根拠にせよ。イタリアがアルバニアを保証しているため、アルバニアに宣戦布告すればイタリアはアルバニアに参戦する。港を急いで確保し、イタリア軍が兵員を輸送できないようにせよ。アルバニアに降伏を迫り、その全領土を併合せよ。
		",

Now This is Getting Childish,いよいよ子供っぽくなってきた,YUG / BUL,Easy,BftB,ユーゴスラビアかブルガリアで、プレイ中に両国が子供に統治されている間に戦争状態になる。,ユーゴスラビアはペータル2世(子供の姿)、ブルガリアはシメオン2世(摂政評議会の姿)である。,"摂政評議会は「摂政評議会を設立」フォーカスを通じて形成される。「ボリス暗殺計画」フォーカスを選択し、彼を殺害する決定を選び、その後親枢軸派の摂政を選び枢軸国に加盟する。「民主主義の原則」を選択する方が「ツァーリ体制」より容易である。1941年2月にパウロ王子はペテル2世に交代し、ドイツは間もなくユーゴスラビアを攻撃する。戦争に参加して実績を獲得する。

ユーゴスラビアとしてこれが可能かどうか（あるいはどう実現するか）は不明：問題は、ユーゴスラビアで唯一の未成年君主であるペテル2世が、1941年9月に18歳になることで「未成年君主」特性を失う一方、ブルガリアのボリス3世皇帝は歴史的AI下では1943年まで生存し、これを操作する手段がない点にある。",
